id,date,client_id,card_id,amount,use_chip,merchant_id,merchant_city,merchant_state,zip,mcc,errors
7476332,1/1/2010 9:13,828,4235,$20.14 ,Online Transaction,16798,ONLINE,,,4121,
7476333,1/1/2010 9:13,1449,1188,$3.85 ,Swipe Transaction,75936,Warner Robins,GA,31093,5814,
7476334,1/1/2010 9:14,917,3410,$0.88 ,Swipe Transaction,12014,Alhambra,CA,91803,5814,
7476335,1/1/2010 9:14,1028,2878,$41.76 ,Swipe Transaction,61195,Chicago,IL,60622,5541,
7476336,1/1/2010 9:14,1459,3383,$48.27 ,Swipe Transaction,43293,Albuquerque,NM,87121,5499,
7476338,1/1/2010 9:15,39,2039,$56.73 ,Online Transaction,39021,ONLINE,,,4784,
7476339,1/1/2010 9:15,335,5131,$6.03 ,Swipe Transaction,75781,Palm Beach Gardens,FL,33410,5411,
7476341,1/1/2010 9:15,1534,4250,$31.57 ,Online Transaction,16798,ONLINE,,,4121,
7476342,1/1/2010 9:15,1660,3234,$6.13 ,Swipe Transaction,89100,Goodwell,OK,73939,5812,
7476343,1/1/2010 9:16,63,60,$9.29 ,Swipe Transaction,50783,Newark,NJ,7103,5411,
7476344,1/1/2010 9:16,506,2060,$79.76 ,Swipe Transaction,14801,Lake View,NY,14085,5655,
7476345,1/1/2010 9:16,905,5087,$7.99 ,Swipe Transaction,69972,San Mateo,CA,94404,5814,
7476346,1/1/2010 9:16,1463,5499,$8.64 ,Swipe Transaction,75781,Freehold,NY,12431,5411,
7476348,1/1/2010 9:16,1972,2075,$3.04 ,Swipe Transaction,75781,Cleveland,OH,44104,5411,
7476349,1/1/2010 9:17,80,4492,$3.76 ,Swipe Transaction,90401,Deshler,OH,43516,5812,
7476350,1/1/2010 9:17,733,3707,$120.00 ,Swipe Transaction,27092,San Angelo,TX,76903,4829,
7476351,1/1/2010 9:17,885,5086,$0.28 ,Swipe Transaction,14528,Crane,MO,65633,5499,
7476352,1/1/2010 9:18,480,2929,$3.21 ,Swipe Transaction,73250,Walnut Creek,CA,94598,5411,
7476353,1/1/2010 9:18,1028,2878,($71.00),Swipe Transaction,61195,Chicago,IL,60622,5541,
7476354,1/1/2010 9:18,1079,2842,$61.89 ,Swipe Transaction,53692,Rockville Centre,NY,11570,7538,
7476356,1/1/2010 9:19,207,2143,$8.85 ,Swipe Transaction,12780,Danville,VA,24541,5411,
7476357,1/1/2010 9:19,573,3268,$1.48 ,Swipe Transaction,86438,Thomson,GA,30824,5499,
7476358,1/1/2010 9:19,1066,1126,$4.86 ,Swipe Transaction,98374,Earlington,PA,18918,5411,
7476359,1/1/2010 9:20,361,4703,$57.00 ,Swipe Transaction,22204,Hawthorne,CA,90250,5541,
7476360,1/1/2010 9:20,474,2218,$10.84 ,Swipe Transaction,48245,Williston Park,NY,11596,5651,
7476361,1/1/2010 9:20,563,5074,$3.54 ,Swipe Transaction,94434,Cochranville,PA,19330,5411,
7476362,1/1/2010 9:20,1170,4592,$3.25 ,Swipe Transaction,92445,Mount Pleasant,NC,28124,5411,
7476363,1/1/2010 9:21,1412,3436,$2.49 ,Swipe Transaction,98648,Bowling Green,KY,42103,5814,
7476366,1/1/2010 9:21,1759,4232,$2.23 ,Swipe Transaction,17812,Oceanside,CA,92057,5411,
7476367,1/1/2010 9:21,1858,2146,$2.55 ,Swipe Transaction,75936,Pacoima,CA,91331,5814,
7476368,1/1/2010 9:21,1995,190,$45.84 ,Swipe Transaction,81536,York,PA,17406,5310,
7476369,1/1/2010 9:22,87,109,$3.24 ,Swipe Transaction,15193,San Benito,TX,78586,5655,
7476370,1/1/2010 9:22,421,2177,$2.02 ,Swipe Transaction,75781,Cedar Rapids,IA,52405,5411,
7476371,1/1/2010 9:22,1459,3383,$78.00 ,Swipe Transaction,43293,Albuquerque,NM,87121,5499,
7476372,1/1/2010 9:22,1540,3763,$47.94 ,Online Transaction,39021,ONLINE,,,4784,
7476373,1/1/2010 9:23,973,3833,$8.71 ,Swipe Transaction,98374,Crenshaw,MS,38621,5411,
7476374,1/1/2010 9:23,1133,2586,$6.25 ,Swipe Transaction,21003,North Chili,NY,14514,5411,
7476375,1/1/2010 9:24,1528,4315,$80.00 ,Swipe Transaction,27092,Shreveport,LA,71108,4829,
7476376,1/1/2010 9:24,1576,2480,$6.43 ,Swipe Transaction,44578,Mastic Beach,NY,11951,5812,
7476377,1/1/2010 9:24,1595,2472,$1.57 ,Swipe Transaction,14528,Bronx,NY,10463,5499,
7476378,1/1/2010 9:25,47,5381,$1.49 ,Swipe Transaction,83229,Huntington,WV,25704,5411,
7476379,1/1/2010 9:25,634,3375,$8.62 ,Swipe Transaction,8489,Independence,OH,44131,5812,
7476382,1/1/2010 9:26,1274,24,$150.45 ,Swipe Transaction,79847,Pascoag,RI,2859,5300,
7476384,1/1/2010 9:26,1586,1122,$10.95 ,Swipe Transaction,75936,Valley Stream,NY,11580,5814,
7476385,1/1/2010 9:26,1659,185,$27.72 ,Swipe Transaction,63683,Wauconda,IL,60084,4121,
7476386,1/1/2010 9:27,142,1046,$27.69 ,Swipe Transaction,20561,Bastrop,TX,78602,5912,
7476388,1/1/2010 9:27,373,4750,$3.68 ,Swipe Transaction,23233,Geneva,IN,46740,5411,
7476389,1/1/2010 9:27,849,3823,$11.88 ,Swipe Transaction,59397,Philadelphia,PA,19116,5812,
7476391,1/1/2010 9:27,1028,2878,$71.00 ,Swipe Transaction,61195,Chicago,IL,60622,5541,
7476393,1/1/2010 9:27,1253,3841,$103.96 ,Swipe Transaction,60569,New York,NY,10012,5300,
7476395,1/1/2010 9:27,1993,70,$1.46 ,Swipe Transaction,44919,Sunnyvale,CA,94087,5814,
7476396,1/1/2010 9:28,386,3673,$6.01 ,Swipe Transaction,61195,Worcester,MA,1603,5541,
7476397,1/1/2010 9:28,1909,1136,$125.85 ,Online Transaction,32480,ONLINE,,,4899,
7476398,1/1/2010 9:29,1458,117,$5.63 ,Swipe Transaction,61195,New Orleans,LA,70119,5541,
7476399,1/1/2010 9:29,1591,2056,$5.97 ,Swipe Transaction,50783,Omaha,NE,68114,5411,
7476401,1/1/2010 9:30,408,2515,$12.17 ,Swipe Transaction,25717,Barron,WI,54812,5812,
7476402,1/1/2010 9:30,452,4249,$4.19 ,Swipe Transaction,20519,Huntsville,TX,77320,5942,
7476403,1/1/2010 9:30,1072,201,$8.17 ,Swipe Transaction,27583,Falmouth,MA,2540,5411,
7476405,1/1/2010 9:31,59,1145,$27.78 ,Swipe Transaction,28395,Silver City,NM,88062,5541,
7476406,1/1/2010 9:31,145,5521,$57.29 ,Online Transaction,73186,ONLINE,,,4814,
7476407,1/1/2010 9:31,430,150,$4.84 ,Swipe Transaction,88646,Crown Point,IN,46307,5812,
7476408,1/1/2010 9:31,1130,2446,$1.54 ,Swipe Transaction,59935,Federal Way,WA,98003,5499,
7476410,1/1/2010 9:31,1910,5505,$144.34 ,Swipe Transaction,30286,Bradenton,FL,34203,4814,
7476412,1/1/2010 9:33,912,3845,$12.11 ,Swipe Transaction,59935,Miami,FL,33186,5499,
7476413,1/1/2010 9:33,1194,4614,$19.53 ,Online Transaction,39021,ONLINE,,,4784,
7476415,1/1/2010 9:34,421,4153,$2.50 ,Swipe Transaction,75781,Cedar Rapids,IA,52405,5411,
7476417,1/1/2010 9:34,820,3311,$5.23 ,Swipe Transaction,50783,Harwich,MA,2645,5411,
7476418,1/1/2010 9:34,917,3410,$0.75 ,Swipe Transaction,75567,Alhambra,CA,91803,5411,
7476419,1/1/2010 9:34,1253,2561,$100.79 ,Swipe Transaction,37372,New York,NY,10012,7538,
7476420,1/1/2010 9:34,1797,1127,$21.14 ,Swipe Transaction,59935,Kailua,HI,96734,5499,
7476421,1/1/2010 9:35,811,2079,$13.02 ,Swipe Transaction,89589,Saint Louis,MO,63125,5411,
7476422,1/1/2010 9:35,1076,1021,($96.00),Swipe Transaction,61195,Fayetteville,NC,28306,5541,
7476423,1/1/2010 9:35,1209,3387,$13.86 ,Swipe Transaction,22938,Yonkers,NY,10710,5812,
7476424,1/1/2010 9:35,1461,2090,$2.40 ,Swipe Transaction,50783,Clinton,OH,44216,5411,
7476425,1/1/2010 9:35,1808,4702,$32.28 ,Online Transaction,41122,ONLINE,,,4784,
7476427,1/1/2010 9:35,1977,965,$0.61 ,Swipe Transaction,14528,Dyer,IN,46311,5499,
7476429,1/1/2010 9:36,285,3442,$3.08 ,Swipe Transaction,75781,Watsonville,CA,95076,5411,
7476430,1/1/2010 9:36,750,3250,$100.00 ,Swipe Transaction,27092,Charlotte,NC,28215,4829,
7476432,1/1/2010 9:36,1645,1047,$4.16 ,Swipe Transaction,68671,Smith Center,KS,66967,5541,
7476433,1/1/2010 9:36,1797,1127,$99.00 ,Swipe Transaction,59935,Kailua,HI,96734,5499,
7476434,1/1/2010 9:37,442,112,$186.26 ,Swipe Transaction,73661,Thackerville,OK,73459,7995,
7476435,1/1/2010 9:37,514,2155,$2.82 ,Swipe Transaction,44919,Melbourne,FL,32901,5814,
7476436,1/1/2010 9:37,1076,1021,$96.00 ,Swipe Transaction,61195,Fayetteville,NC,28306,5541,
7476437,1/1/2010 9:37,1302,5464,($230.00),Swipe Transaction,58730,Glade Spring,VA,24340,7011,
7476438,1/1/2010 9:37,1776,4938,$40.66 ,Swipe Transaction,61195,Nashport,OH,43830,5541,
7476439,1/1/2010 9:38,1302,5464,$55.36 ,Swipe Transaction,58730,Glade Spring,VA,24340,7011,
7476440,1/1/2010 9:38,1575,2112,$10.38 ,Swipe Transaction,61195,Sarasota,FL,34232,5541,
7476441,1/1/2010 9:39,1115,4225,$24.42 ,Swipe Transaction,13370,Tyler,TX,75706,5621,
7476442,1/1/2010 9:39,1194,4614,$21.64 ,Swipe Transaction,69956,Chattanooga,TN,37421,5310,
7476443,1/1/2010 9:39,1516,1002,$17.24 ,Swipe Transaction,49239,Milpitas,CA,95035,5813,
7476444,1/1/2010 9:39,1962,3371,$0.31 ,Swipe Transaction,20519,Chicago,IL,60625,5942,
7476445,1/1/2010 9:40,506,4513,$2.02 ,Swipe Transaction,50783,Lancaster,NY,14086,5411,
7476448,1/1/2010 9:40,1398,4930,$105.26 ,Swipe Transaction,20561,Parsippany,NJ,7054,5912,
7476449,1/1/2010 9:40,1412,3436,$4.84 ,Swipe Transaction,39637,Bowling Green,KY,42103,5411,
7476450,1/1/2010 9:41,451,3768,$67.49 ,Swipe Transaction,18131,Garland,TX,75043,4111,
7476451,1/1/2010 9:41,716,4715,$3.95 ,Swipe Transaction,59935,Banning,CA,92220,5499,
7476452,1/1/2010 9:41,1150,2551,$4.20 ,Swipe Transaction,15715,Hurst,TX,76054,5411,
7476453,1/1/2010 9:41,1645,5878,$78.37 ,Swipe Transaction,68671,Smith Center,KS,66967,5541,
7476455,1/1/2010 9:41,1725,2238,$62.42 ,Swipe Transaction,61195,Henrico,VA,23228,5541,
7476454,1/1/2010 9:41,1725,2238,($64.00),Swipe Transaction,61195,Henrico,VA,23228,5541,
7476456,1/1/2010 9:41,1733,5013,$4.07 ,Swipe Transaction,20519,Paducah,KY,42003,5942,
7476457,1/1/2010 9:41,1772,5918,$8.82 ,Swipe Transaction,12029,Rancho Cucamonga,CA,91730,5411,
7476458,1/1/2010 9:41,1791,4587,$20.08 ,Swipe Transaction,99340,Indianapolis,IN,46235,4121,
7476459,1/1/2010 9:42,509,3446,$8.48 ,Swipe Transaction,98374,Huntington,WV,25711,5411,
7476460,1/1/2010 9:42,566,3439,$13.60 ,Swipe Transaction,22204,Manning,SC,29102,5541,
7476461,1/1/2010 9:42,860,5412,$40.00 ,Swipe Transaction,27092,Silver Spring,MD,20901,4829,
7476462,1/1/2010 9:42,1052,5460,$2.32 ,Swipe Transaction,20519,Vallejo,CA,94591,5942,
7476464,1/1/2010 9:43,401,3004,$5.25 ,Swipe Transaction,61195,North Hollywood,CA,91605,5541,
7476465,1/1/2010 9:43,901,3729,$3.42 ,Swipe Transaction,83229,Pensacola,FL,32511,5411,
7476466,1/1/2010 9:43,1776,4938,$81.00 ,Swipe Transaction,61195,Nashport,OH,43830,5541,
7476467,1/1/2010 9:43,1782,4289,$2.55 ,Swipe Transaction,59935,Westminster,CA,92683,5499,
7476468,1/1/2010 9:43,1915,2113,$7.11 ,Swipe Transaction,75781,Monroe,NY,10950,5411,
7476469,1/1/2010 9:44,877,3877,$81.80 ,Swipe Transaction,96642,Mesa,AZ,85201,5912,
7476470,1/1/2010 9:44,1067,3016,$13.19 ,Swipe Transaction,5508,Derby,KS,67037,4121,
7476471,1/1/2010 9:44,1755,4126,$41.75 ,Online Transaction,39021,ONLINE,,,4784,
7476472,1/1/2010 9:44,1777,5014,$3.92 ,Swipe Transaction,25887,Annandale,VA,22003,5814,
7476473,1/1/2010 9:45,142,1046,$92.84 ,Swipe Transaction,99370,Cedar Park,TX,78613,5311,
7476474,1/1/2010 9:45,351,1112,$2.81 ,Swipe Transaction,78454,Flushing,NY,11355,5812,
7476475,1/1/2010 9:45,386,3673,$50.10 ,Swipe Transaction,3632,Worcester,MA,1602,7538,
7476476,1/1/2010 9:45,1771,5937,$77.00 ,Swipe Transaction,43293,Shingle Springs,CA,95682,5499,
7476477,1/1/2010 9:46,1296,80,$11.83 ,Swipe Transaction,20519,Sanford,FL,32773,5942,
7476479,1/1/2010 9:47,128,5048,$12.03 ,Swipe Transaction,50783,Houston,TX,77061,5411,
7476480,1/1/2010 9:47,831,4156,$30.31 ,Swipe Transaction,73661,Thackerville,OK,73459,7995,
7476481,1/1/2010 9:47,1250,5419,$2.72 ,Swipe Transaction,54562,Everett,PA,15537,5411,
7476482,1/1/2010 9:48,1718,4706,$42.95 ,Online Transaction,15143,ONLINE,,,4784,
7476483,1/1/2010 9:48,1776,4938,($81.00),Swipe Transaction,61195,Nashport,OH,43830,5541,
7476484,1/1/2010 9:49,231,4221,$80.00 ,Swipe Transaction,27092,Newton Grove,NC,28366,4829,
7476485,1/1/2010 9:49,1403,5976,$36.78 ,Swipe Transaction,75227,Beaverdam,VA,23015,4121,
7476486,1/1/2010 9:49,1497,3655,$66.47 ,Swipe Transaction,86959,Springwater,NY,14560,5311,
7476487,1/1/2010 9:50,126,5872,$20.04 ,Swipe Transaction,32595,Little Rock,AR,72209,7538,
7476488,1/1/2010 9:50,357,5481,$69.72 ,Online Transaction,84682,ONLINE,,,4900,
7476489,1/1/2010 9:50,1305,2229,$9.07 ,Swipe Transaction,3668,Millington,TN,38053,5912,
7476490,1/1/2010 9:50,1725,2238,$64.00 ,Swipe Transaction,61195,Henrico,VA,23228,5541,
7476491,1/1/2010 9:51,1514,78,$1.79 ,Swipe Transaction,89024,Elyria,OH,44035,5812,
7476493,1/1/2010 9:52,177,1152,$183.35 ,Swipe Transaction,86616,Memphis,TN,38104,4814,
7476494,1/1/2010 9:52,683,5990,$2.18 ,Swipe Transaction,22938,Grampian,PA,16838,5812,
7476495,1/1/2010 9:52,1645,5878,($80.00),Swipe Transaction,68671,Smith Center,KS,66967,5541,
7476496,1/1/2010 9:52,1771,5937,$61.69 ,Swipe Transaction,43293,Shingle Springs,CA,95682,5499,
7476498,1/1/2010 9:53,763,4993,$3.13 ,Swipe Transaction,45926,Philadelphia,PA,19103,5814,
7476499,1/1/2010 9:54,663,975,$9.44 ,Swipe Transaction,98374,Franklin,TN,37068,5411,
7476500,1/1/2010 9:54,772,3678,$2.05 ,Swipe Transaction,14528,Gresham,OR,97080,5499,
7476501,1/1/2010 9:54,1087,1029,$6.82 ,Swipe Transaction,22204,Stanford,KY,40484,5541,
7476502,1/1/2010 9:55,142,5140,$9.60 ,Swipe Transaction,50783,Elgin,TX,78621,5411,
7476503,1/1/2010 9:55,247,2137,$96.46 ,Swipe Transaction,50783,Lake Charles,LA,70605,5411,
7476506,1/1/2010 9:55,1645,5878,$80.00 ,Swipe Transaction,68671,Smith Center,KS,66967,5541,
7476507,1/1/2010 9:56,343,1091,$2.77 ,Swipe Transaction,28325,Manteca,CA,95337,5411,
7476508,1/1/2010 9:56,373,2817,$2.49 ,Swipe Transaction,69831,Grabill,IN,46741,5812,
7476509,1/1/2010 9:56,526,4522,$9.92 ,Swipe Transaction,75781,Miami,FL,33134,5411,
7476510,1/1/2010 9:56,1591,2056,$43.45 ,Swipe Transaction,22762,Omaha,NE,68108,7996,
7476511,1/1/2010 9:56,1855,5967,$11.83 ,Swipe Transaction,50867,San Jose,CA,95121,5541,
7476512,1/1/2010 9:56,1903,2973,$4.02 ,Swipe Transaction,9109,Seattle,WA,98117,5411,
7476514,1/1/2010 9:57,1269,4239,$8.49 ,Swipe Transaction,25887,Chicago,IL,60616,5814,
7476515,1/1/2010 9:57,1891,5047,$147.96 ,Online Transaction,65108,ONLINE,,,4899,
7476516,1/1/2010 9:58,373,2817,$1.31 ,Swipe Transaction,69831,Grabill,IN,46741,5812,Bad PIN
7476517,1/1/2010 9:58,1076,1021,$17.08 ,Swipe Transaction,61195,Fayetteville,NC,28306,5541,
7476518,1/1/2010 9:58,1797,1127,($99.00),Swipe Transaction,59935,Kailua,HI,96734,5499,
7476519,1/1/2010 9:59,69,252,$1.09 ,Swipe Transaction,92527,Dover,OH,44622,5411,
7476521,1/1/2010 9:59,449,5894,$89.61 ,Swipe Transaction,64727,New Kensington,PA,15068,5300,
7476522,1/1/2010 9:59,699,4283,$4.11 ,Swipe Transaction,40892,Riverside,IA,52327,5812,
7476523,1/1/2010 9:59,773,2570,$23.59 ,Online Transaction,16798,ONLINE,,,4121,
7476524,1/1/2010 9:59,1080,2562,$0.98 ,Swipe Transaction,43293,Eastman,GA,31023,5499,
7476525,1/1/2010 9:59,1245,4498,$2.81 ,Swipe Transaction,50783,Gloucester,VA,23061,5411,
7476526,1/1/2010 9:59,1771,5937,($77.00),Swipe Transaction,43293,Shingle Springs,CA,95682,5499,
7476527,1/1/2010 10:00,371,5495,$14.85 ,Swipe Transaction,59935,Richmond,VA,23226,5499,
7476528,1/1/2010 10:00,430,2860,$12.19 ,Swipe Transaction,46417,Crown Point,IN,46307,5411,
7476529,1/1/2010 10:00,652,4293,$2.38 ,Swipe Transaction,75781,Newington,CT,6111,5411,
7476530,1/1/2010 10:00,859,233,$75.08 ,Online Transaction,39021,ONLINE,,,4784,
7476532,1/1/2010 10:01,705,5359,$58.26 ,Online Transaction,15143,ONLINE,,,4784,
7476535,1/1/2010 10:02,132,230,($88.00),Swipe Transaction,22204,Bradenton,FL,34207,5541,
7476536,1/1/2010 10:02,354,4518,$80.00 ,Swipe Transaction,27092,Pueblo,CO,81005,4829,
7476537,1/1/2010 10:02,545,5802,$8.68 ,Swipe Transaction,75936,East Peoria,IL,61611,5814,
7476538,1/1/2010 10:02,705,5359,$17.63 ,Swipe Transaction,75781,Walnut Creek,CA,94598,5411,
7476539,1/1/2010 10:02,757,5458,$11.31 ,Swipe Transaction,75936,Brooklyn,NY,11235,5814,
7476542,1/1/2010 10:02,1153,2021,$84.00 ,Swipe Transaction,22204,Aurora,CO,80013,5541,
7476543,1/1/2010 10:02,1168,3239,$75.63 ,Swipe Transaction,61195,Berkeley Heights,NJ,7922,5541,
7476545,1/1/2010 10:02,1385,3807,$204.59 ,Swipe Transaction,22204,Minneapolis,MN,55419,5541,
7476546,1/1/2010 10:02,1629,4290,$22.42 ,Online Transaction,39021,ONLINE,,,4784,
7476547,1/1/2010 10:02,1687,2509,$7.64 ,Swipe Transaction,50783,Albuquerque,NM,87120,5411,
7476548,1/1/2010 10:02,1817,2530,$140.00 ,Swipe Transaction,27092,Texas City,TX,77590,4829,
7476549,1/1/2010 10:03,363,5555,$8.16 ,Swipe Transaction,93391,Vatican City,Vatican City,,5812,
7476551,1/1/2010 10:03,520,2020,$2.94 ,Swipe Transaction,60600,Nanticoke,PA,18634,5499,
7476554,1/1/2010 10:03,1459,177,($80.00),Swipe Transaction,43293,Albuquerque,NM,87121,5499,
7476555,1/1/2010 10:03,1519,2452,$2.28 ,Swipe Transaction,59935,Livingston,MT,59047,5499,
7476557,1/1/2010 10:04,119,5928,$7.48 ,Swipe Transaction,87625,Las Vegas,NV,89146,5812,
7476558,1/1/2010 10:04,1072,201,($197.00),Swipe Transaction,51300,Taunton,MA,2780,3359,
7476559,1/1/2010 10:04,1168,3239,$61.00 ,Swipe Transaction,61195,Berkeley Heights,NJ,7922,5541,
7476560,1/1/2010 10:04,1221,4693,$147.76 ,Swipe Transaction,39991,Lincoln Park,MI,48146,3771,
7476563,1/1/2010 10:05,1782,2172,($83.00),Swipe Transaction,59935,Westminster,CA,92683,5499,
7476564,1/1/2010 10:06,1314,1140,$80.00 ,Swipe Transaction,27092,New Braunfels,TX,78130,4829,
7476565,1/1/2010 10:07,132,230,$88.00 ,Swipe Transaction,22204,Bradenton,FL,34207,5541,
7476566,1/1/2010 10:07,373,2817,$5.44 ,Swipe Transaction,24504,Fort Wayne,IN,46803,4214,
7476567,1/1/2010 10:07,876,5773,$25.94 ,Swipe Transaction,61195,Depew,NY,14043,5541,
7476569,1/1/2010 10:07,1238,1195,$109.84 ,Swipe Transaction,61195,Arlington,VA,22203,5541,
7476570,1/1/2010 10:07,1595,2429,$26.69 ,Swipe Transaction,66428,Bronx,NY,10463,4121,
7476571,1/1/2010 10:07,1654,4276,$29.29 ,Swipe Transaction,82981,Naugatuck,CT,6770,5912,
7476572,1/1/2010 10:07,1942,2116,$3.63 ,Swipe Transaction,99237,New York,NY,10003,5912,
7476573,1/1/2010 10:08,511,2212,$81.68 ,Swipe Transaction,79927,Phoenix,AZ,85015,5912,
7476575,1/1/2010 10:08,1564,5925,$2.94 ,Swipe Transaction,14459,Amarillo,TX,79110,5812,
7476576,1/1/2010 10:08,1765,2913,$14.51 ,Swipe Transaction,44578,Augusta,GA,30906,5812,
7476577,1/1/2010 10:09,921,4675,$6.65 ,Swipe Transaction,2177,Sodus,NY,14551,5411,
7476578,1/1/2010 10:09,1102,2822,$79.86 ,Swipe Transaction,68671,Tulsa,OK,74137,5541,
7476579,1/1/2010 10:09,1391,5129,$44.47 ,Online Transaction,39021,ONLINE,,,4784,
7476580,1/1/2010 10:09,1782,2172,$83.00 ,Swipe Transaction,59935,Westminster,CA,92683,5499,
7476581,1/1/2010 10:10,634,3375,$86.59 ,Swipe Transaction,36934,Independence,OH,44131,7538,
7476582,1/1/2010 10:10,859,233,$1.68 ,Swipe Transaction,20519,Corinth,MS,38835,5942,
7476583,1/1/2010 10:10,1168,3239,($61.00),Swipe Transaction,61195,Berkeley Heights,NJ,7922,5541,
7476584,1/1/2010 10:10,1221,4693,($333.00),Swipe Transaction,39991,Lincoln Park,MI,48146,3771,
7476585,1/1/2010 10:10,1759,4232,$5.17 ,Swipe Transaction,10590,Oceanside,CA,92057,5812,
7476586,1/1/2010 10:11,652,2502,$49.58 ,Online Transaction,73186,ONLINE,,,4814,
7476587,1/1/2010 10:11,1080,2562,$21.60 ,Online Transaction,9932,ONLINE,,,5311,
7476588,1/1/2010 10:11,1581,5840,$14.09 ,Swipe Transaction,1108,Arnold,MO,63010,5812,
7476590,1/1/2010 10:12,123,227,$0.26 ,Swipe Transaction,20519,Newnan,GA,30263,5942,
7476591,1/1/2010 10:12,256,147,$15.43 ,Online Transaction,18563,ONLINE,,,4121,
7476592,1/1/2010 10:12,386,3673,$18.17 ,Online Transaction,16798,ONLINE,,,4121,
7476593,1/1/2010 10:12,1153,2021,$78.48 ,Swipe Transaction,22204,Aurora,CO,80013,5541,Insufficient Balance
7476594,1/1/2010 10:12,1520,3329,$16.02 ,Swipe Transaction,11468,San Francisco,CA,94133,5970,
7476595,1/1/2010 10:12,1560,5455,$19.52 ,Swipe Transaction,94683,Bancroft,IA,50517,5411,
7476596,1/1/2010 10:12,1881,4653,$4.82 ,Swipe Transaction,79098,Carleton,MI,48117,5812,
7476598,1/1/2010 10:13,457,5554,$108.41 ,Online Transaction,4802,ONLINE,,,4899,
7476599,1/1/2010 10:13,814,2955,$2.55 ,Swipe Transaction,83229,Palm Bay,FL,32907,5411,
7476600,1/1/2010 10:13,1102,2822,$59.00 ,Swipe Transaction,68671,Tulsa,OK,74137,5541,
7476601,1/1/2010 10:13,1153,2021,$100.00 ,Swipe Transaction,22204,Aurora,CO,80013,5541,
7476605,1/1/2010 10:15,779,2069,$0.85 ,Swipe Transaction,49192,Pottsboro,TX,75076,5411,
7476606,1/1/2010 10:15,1148,5804,$10.40 ,Swipe Transaction,44578,Philadelphia,PA,19145,5812,
7476607,1/1/2010 10:15,1300,156,$170.43 ,Swipe Transaction,74934,Oakland,CA,94606,3596,
7476608,1/1/2010 10:15,1782,2172,$38.22 ,Swipe Transaction,59935,Westminster,CA,92683,5499,
7476609,1/1/2010 10:16,321,5755,$2.60 ,Swipe Transaction,53635,Merrill,WI,54452,5411,
7476610,1/1/2010 10:16,683,5990,$3.35 ,Swipe Transaction,81444,State College,PA,16801,5411,
7476611,1/1/2010 10:16,1087,1029,$5.93 ,Swipe Transaction,20672,Stanford,KY,40484,5812,
7476612,1/1/2010 10:16,1591,2056,$17.65 ,Online Transaction,88998,ONLINE,,,4784,
7476613,1/1/2010 10:16,1909,1136,$2.03 ,Swipe Transaction,75781,Los Angeles,CA,90008,5411,
7476614,1/1/2010 10:17,132,230,$22.12 ,Swipe Transaction,22204,Bradenton,FL,34207,5541,
7476615,1/1/2010 10:17,474,2493,$162.84 ,Swipe Transaction,9937,Williston Park,NY,11596,4900,
7476616,1/1/2010 10:17,1060,4291,$1.47 ,Swipe Transaction,86438,Indianapolis,IN,46221,5499,
7476617,1/1/2010 10:17,1153,2021,$78.48 ,Swipe Transaction,22204,Aurora,CO,80013,5541,Insufficient Balance
7476619,1/1/2010 10:17,1497,3655,$5.07 ,Swipe Transaction,26810,Phelps,NY,14532,5541,
7476620,1/1/2010 10:17,1957,5483,$96.85 ,Swipe Transaction,24823,Woodland Hills,CA,91364,7538,
7476621,1/1/2010 10:18,212,2418,$1.43 ,Swipe Transaction,59935,Dallas,TX,75227,5499,
7476622,1/1/2010 10:18,278,3919,$4.76 ,Swipe Transaction,87625,Houston,TX,77056,5812,
7476623,1/1/2010 10:18,452,4249,$8.11 ,Swipe Transaction,16058,Houston,TX,77096,5812,
7476624,1/1/2010 10:18,876,5773,$59.00 ,Swipe Transaction,61195,Depew,NY,14043,5541,
7476625,1/1/2010 10:18,1083,3447,$5.62 ,Swipe Transaction,23481,Ashland,KY,41102,5812,
7476626,1/1/2010 10:18,1300,156,($320.00),Swipe Transaction,74934,Oakland,CA,94606,3596,
7476627,1/1/2010 10:18,1407,5966,$60.80 ,Swipe Transaction,69956,Bessemer,AL,35023,5310,
7476629,1/1/2010 10:19,676,3910,($393.00),Swipe Transaction,52923,Oklahoma City,OK,73119,3504,
7476630,1/1/2010 10:19,744,4571,$123.29 ,Online Transaction,87530,ONLINE,,,4900,
7476632,1/1/2010 10:19,1153,2021,($100.00),Swipe Transaction,22204,Aurora,CO,80013,5541,
7476634,1/1/2010 10:19,1503,4274,$20.08 ,Swipe Transaction,13683,Montgomery,AL,36111,5411,
7476636,1/1/2010 10:20,699,3875,$14.86 ,Swipe Transaction,40892,Riverside,IA,52327,5812,
7476638,1/1/2010 10:20,1072,201,$138.82 ,Swipe Transaction,51300,Taunton,MA,2780,3359,
7476640,1/1/2010 10:21,672,5001,$3.05 ,Swipe Transaction,61195,Minneapolis,MN,55432,5541,
7476641,1/1/2010 10:21,676,3910,$249.96 ,Swipe Transaction,52923,Oklahoma City,OK,73119,3504,
7476643,1/1/2010 10:21,1153,2021,($84.00),Swipe Transaction,22204,Aurora,CO,80013,5541,
7476644,1/1/2010 10:21,1198,2804,$3.00 ,Swipe Transaction,36628,Gonzales,TX,78629,5411,
7476646,1/1/2010 10:21,1452,3801,$5.15 ,Swipe Transaction,59935,Houston,TX,77056,5499,
